Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Rarity
1,0,Izzet Cluestone,Dragon's Maze,141,Near Mint,English,,,,,,,,,Artifact,{3},Common
1,0,Izzet Guildgate,Modern Masters 2017 Edition,237,Near Mint,English,,,,,,,,,Land  - Gate,,Common
3,0,Izzet Guildgate,Return to Ravnica,242,Near Mint,English,,,,,,,,0,Land  - Gate,,Common
3,0,Jace's Ingenuity,Magic 2011,60,Near Mint,English,,,,,,,,0,Instant,{3}{U}{U},Uncommon
2,0,Jace's Ingenuity,Magic 2015 Core Set,63,Near Mint,English,,,,,,,,,Instant,{3}{U}{U},Uncommon
2,0,Jace's Mindseeker,Magic 2014 Core Set,61,Near Mint,English,,,,,,,,,Creature  - Fish Illusion,{4}{U}{U},Rare
1,0,Jace's Sanctum,Magic Origins,61,Near Mint,English,,,,,,,,,Enchantment,{3}{U},Rare
9,0,Jace's Scrutiny,Shadows over Innistrad,70,Near Mint,English,,,,,,,,,Instant,{1}{U},Common
1,0,"Jace, Cunning Castaway",Ixalan,60,Near Mint,English,,,,,,,,,Legendary Planeswalker  - Jace,{1}{U}{U},MythicRare
1,0,"Jace, the Living Guildpact",Magic 2015 Core Set,62,Near Mint,English,,,,,,,,,Planeswalker  - Jace,{2}{U}{U},MythicRare
1,0,Jade Bearer,Rivals of Ixalan,134,Near Mint,English,,,,,,,,,Creature  - Merfolk Shaman,{G},Common
3,0,Jade Guardian,Ixalan,194,Near Mint,English,,,,,,,,,Creature  - Merfolk Shaman,{3}{G},Common
1,0,Jadecraft Artisan,Rivals of Ixalan,135,Near Mint,English,,,,,,,,,Creature  - Merfolk Shaman,{3}{G},Common
2,0,Jagwasp Swarm,Worldwake,58,Near Mint,English,,,,,,,,,Creature  - Insect,{3}{B},Common
1,0,"Jalira, Master Polymorphist",Magic 2015 Core Set,64,Near Mint,English,,,,,,,,,Legendary Creature  - Human Wizard,{3}{U},Rare
1,0,Jalum Tome,Seventh Edition,303,Near Mint,English,,,,,,,,,Artifact,{3},Rare
1,0,Jawbone Skulkin,Eventide,170,Near Mint,English,,,,,,,,,Artifact Creature  - Scarecrow,{1},Common
1,0,Jayemdae Tome,Magic 2013,207,Near Mint,English,,,,,,,,0,Artifact,{4},Uncommon
2,0,Jayemdae Tome,Magic Origins,231,Near Mint,English,,,,,,,,,Artifact,{4},Uncommon
1,0,Jedit's Dragoons,Time Spiral,25,Near Mint,English,,,,,,,,,Creature  - Cat Soldier,{5}{W},Common
4,0,Jelenn Sphinx,Dragon's Maze,77,Near Mint,English,,,,,,,,,Creature  - Sphinx,{3}{W}{U},Uncommon
1,0,Jeskai Elder,Duel Decks: Speed vs. Cunning,46,,,,,,,,,,,Creature - Human Monk,{1}{U},Uncommon
1,0,Jeskai Infiltrator,Fate Reforged,36,Near Mint,English,,,,,,,,,Creature  - Human Monk,{2}{U},Rare
8,0,Jeskai Runemark,Fate Reforged,37,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{U},Common
1,0,Jeskai Student,Khans of Tarkir,14,Near Mint,English,,,,,,,,,Creature  - Human Monk,{1}{W},Common
1,0,Jeskai Windscout,Khans of Tarkir,44,Near Mint,English,,,,,,,,,Creature  - Bird Scout,{2}{U},Common
2,0,Jhoira's Timebug,Time Spiral,257,Near Mint,English,,,,,,,,,Artifact Creature  - Insect,{2},Common
1,0,Jinx,Homelands,36,Near Mint,English,,,,,,,,,Instant,{1}{U},Common
1,0,Jolrael's Centaur,Mirage,120,Near Mint,English,,,,,,,,,Creature  - Centaur Archer,{1}{G}{G},Common
1,0,Joraga Auxiliary,Oath of the Gatewatch,154,Near Mint,English,,,,,,,,,Creature  - Elf Soldier Ally,{1}{G}{W},Uncommon
2,0,Joraga Invocation,Magic Origins,183,Near Mint,English,,,,,,,,,Sorcery,{4}{G}{G},Uncommon
1,0,Joraga Treespeaker,Rise of the Eldrazi,190,Near Mint,English,,,,,,,,,Creature  - Elf Druid,{G},Uncommon
1,0,Jorubai Murk Lurker,Magic 2015 Core Set,65,Near Mint,English,,,,,,,,,Creature  - Leech,{2}{U},Uncommon
1,0,Journey of Discovery,Mirrodin,123,Near Mint,English,,,,,,,,,Sorcery,{2}{G},Common
3,0,Juggernaut,Magic 2015 Core Set,220,Near Mint,English,,,,,,,,0,Artifact Creature  - Juggernaut,{4},Uncommon
2,0,Jump,Fourth Edition,79,Near Mint,English,,,,,,,,0,Instant,{U},Common
6,0,Jungle Delver,Ixalan,195,Near Mint,English,,,,,,,,,Creature  - Merfolk Warrior,{G},Common
5,0,Jungle Hollow,Khans of Tarkir,235,Near Mint,English,,,,,,,,0,Land,,Common
2,0,Jungle Wurm,Mirage,122,Near Mint,English,,,,,,,,,Creature  - Wurm,{3}{G}{G},Common
1,0,Jungleborn Pioneer,Rivals of Ixalan,137,Near Mint,English,,,,,,,,,Creature  - Merfolk Scout,{2}{G},Common
9,0,Just the Wind,Shadows over Innistrad,71,Near Mint,English,,,,,,,,,Instant,{1}{U},Common
1,0,Jwar Isle Avenger,Oath of the Gatewatch,58,Near Mint,English,,,,,,,,,Creature  - Sphinx,{4}{U},Common
1,0,Jwar Isle Refuge,Commander,279,Near Mint,English,,,,,,,,0,Land,,Uncommon
1,0,Kaervek's Hex,Mirage,28,Near Mint,English,,,,,,,,,Sorcery,{3}{B},Uncommon
1,0,Kaervek's Purge,Mirage,330,Near Mint,English,,,,,,,,,Sorcery,{X}{B}{R},Uncommon
1,0,Kalastria Healer,Battle for Zendikar,114,Near Mint,English,,,,,,,,,Creature  - Vampire Cleric Ally,{1}{B},Common
2,0,Kalonian Tusker,Magic 2014 Core Set,182,Near Mint,English,,,,,,,,,Creature  - Beast,{G}{G},Uncommon
1,0,Kalonian Twingrove,Magic 2015 Core Set,182,Near Mint,English,,,,,,,,,Creature  - Treefolk Warrior,{5}{G},Rare
1,0,Kapsho Kitefins,Magic 2015 Core Set,66,Near Mint,English,,,,,,,,,Creature  - Fish,{4}{U}{U},Uncommon
1,0,Karametra's Acolyte,Theros,160,Near Mint,English,,,,,,,,,Creature  - Human Druid,{3}{G},Uncommon
2,0,Karma,Revised Edition,210,Near Mint,English,,,,,,,,0,Enchantment,{2}{W}{W},Uncommon
1,0,Karma,Eighth Edition,28,Near Mint,English,,,,,,,,,Enchantment,{2}{W}{W},Uncommon
2,0,Karoo Meerkat,Mirage,123,Near Mint,English,,,,,,,,,Creature  - Mongoose,{1}{G},Uncommon
2,0,Karplusan Yeti,Ice Age,197,Near Mint,English,,,,,,,,0,Creature  - Yeti,{3}{R}{R},Rare
1,0,Kathari Bomber,Duel Decks: Speed vs. Cunning,11,,,,,,,,,,,Creature  - Bird Shaman,{1}{B}{R},Common
1,0,Keepers of the Faith,Chronicles,65,Near Mint,English,,,,,,,,0,Creature  - Human Cleric,{1}{W}{W},Common
3,0,Keepsake Gorgon,Theros,93,Near Mint,English,,,,,,,,,Creature  - Gorgon,{3}{B}{B},Uncommon
1,0,Keldon Marauders,Planar Chaos,102,Near Mint,English,,,,,,,,0,Creature  - Human Warrior,{1}{R},Common
2,0,Keldon Warlord,Fourth Edition,225,Near Mint,English,,,,,,,,0,Creature  - Human Barbarian,{2}{R}{R},Uncommon
1,0,Kelsinko Ranger,Ice Age,257,Near Mint,English,,,,,,,,,Creature  - Human,{W},Common
1,0,Khenra Eternal,Hour of Devastation,66,Near Mint,English,,,,,,,,,Creature  - Zombie Jackal Warrior,{1}{B},Common
2,0,Kiln Fiend,Rise of the Eldrazi,153,Near Mint,English,,,,,,,,,Creature  - Elemental Beast,{1}{R},Common
1,0,Kindly Stranger,Shadows over Innistrad,119,Near Mint,English,,,,,,,,,Creature  - Human,{2}{B},Uncommon
1,0,Kinsbaile Skirmisher,Lorwyn,24,Near Mint,English,,,,,,,,0,Creature  - Kithkin Soldier,{1}{W},Common
4,0,Kinsbaile Skirmisher,Magic 2015 Core Set,16,Near Mint,English,,,,,,,,,Creature  - Kithkin Soldier,{1}{W},Common
1,0,Kird Ape,Revised Edition,160,Near Mint,English,,,,,,,,0,Creature  - Ape,{R},Common
1,0,Kird Chieftain,Magic 2015 Core Set,151,Near Mint,English,,,,,,,,,Creature  - Ape,{3}{R},Uncommon
2,0,Kitesail Scout,Battle for Zendikar,33,Near Mint,English,,,,,,,,,Creature  - Kor Scout,{W},Common
1,0,Kithkin Greatheart,Modern Masters,21,Near Mint,English,,,,,,,,0,Creature  - Kithkin Soldier,{1}{W},Common
1,0,Kithkin Spellduster,Eventide,8,Near Mint,English,,,,,,,,,Creature  - Kithkin Wizard,{4}{W},Common
3,0,Kithkin Zealot,Eventide,9,Near Mint,English,,,,,,,,,Creature  - Kithkin Cleric,{1}{W},Common
1,0,Kjeldoran Dead,Classic Sixth Edition,140,Near Mint,English,,,,,,,,,Creature  - Skeleton,{B},Common
2,0,Kjeldoran Escort,Alliances,134,Near Mint,English,,,,,,,,,Creature  - Human Soldier,{2}{W}{W},Common
1,0,Kjeldoran Guard,Ice Age,259,Near Mint,English,,,,,,,,,Creature  - Human Soldier,{1}{W},Common
2,0,Kjeldoran Pride,Alliances,137,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{1}{W},Common
5,0,Kjeldoran Skyknight,Ice Age,264,Near Mint,English,,,,,,,,,Creature  - Human Knight,{2}{W},Common
4,0,Kjeldoran Warrior,Ice Age,265,Near Mint,English,,,,,,,,,Creature  - Human Warrior,{W},Common
5,0,Knight Errant,Seventh Edition,24,Near Mint,English,,,,,,,,,Creature  - Human Knight,{1}{W},Common
1,0,Knight of the Hokey Pokey,Unglued,6,Near Mint,English,,,,,,,,,Summon - Knight,{W}{W},Common
1,0,Knight of the Stampede,Rivals of Ixalan,138,Near Mint,English,,,,,,,,,Creature  - Human Knight,{3}{G},Common
5,0,Kor Castigator,Battle for Zendikar,35,Near Mint,English,,,,,,,,,Creature  - Kor Wizard Ally,{1}{W},Common
1,0,Kor Duelist,Modern Masters 2015 Edition,22,Near Mint,English,,,,,,,,,Creature  - Kor Soldier,{W},Uncommon
1,0,Kor Hookmaster,Duel Decks: Speed vs. Cunning,52,,,,,,,,,,,Creature  - Kor Soldier,{2}{W},Common
1,0,Kor Hookmaster,Modern Masters 2017 Edition,10,Near Mint,English,,,,,,,,,Creature  - Kor Soldier,{2}{W},Common
3,0,Kor Hookmaster,Zendikar,20,Near Mint,English,,,,,,,,0,Creature  - Kor Soldier,{2}{W},Common
3,0,Kor Sky Climber,Oath of the Gatewatch,24,Near Mint,English,,,,,,,,,Creature  - Kor Soldier Ally,{2}{W},Common
2,0,Kor Skyfisher,Zendikar,23,Near Mint,English,,,,,,,,0,Creature  - Kor Soldier,{1}{W},Common
3,0,Korozda Gorgon,Dragon's Maze,78,Near Mint,English,,,,,,,,,Creature  - Gorgon,{3}{B}{G},Uncommon
2,0,Koskun Keep,Homelands,139,Near Mint,English,,,,,,,,,Land,,Uncommon
1,0,Koth's Courier,Mirrodin Besieged,68,Near Mint,English,,,,,,,,,Creature - Human Rogue,{1}{R}{R},Common
4,0,Kozilek's Channeler,Battle for Zendikar,10,Near Mint,English,,,,,,,,,Creature  - Eldrazi,{5},Common
1,0,Kozilek's Shrieker,Oath of the Gatewatch,73,Near Mint,English,,,,,,,,,Creature  - Eldrazi Drone,{2}{B},Common
1,0,Kragma Warcaller,Theros,195,Near Mint,English,,,,,,,,,Creature  - Minotaur Warrior,{3}{B}{R},Uncommon
1,1,Kragma Warcaller,Theros,195,Near Mint,English,foil,,,,,,,0,Creature  - Minotaur Warrior,{3}{B}{R},Uncommon
1,0,Kraken's Eye,Magic 2011,210,Near Mint,English,,,,,,,,0,Artifact,{2},Uncommon
2,0,Kraken's Eye,Magic 2012,211,Near Mint,English,,,,,,,,,Artifact,{2},Uncommon
2,0,Krakilin,Tempest,129,Near Mint,English,,,,,,,,,Creature  - Beast,{X}{G}{G},Uncommon
2,0,Krasis Incubation,Dragon's Maze,79,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{G}{U},Uncommon
1,0,Krazy Kow,Unglued,48,Near Mint,English,,,,,,,,,Summon - Cow,{3}{R},Common
2,0,Krenko's Command,Duel Decks: Speed vs. Cunning,25,,,,,,,,,,,Sorcery,{1}{R},Common
3,0,Krenko's Enforcer,Magic 2015 Core Set,152,Near Mint,English,,,,,,,,,Creature  - Goblin Warrior,{1}{R}{R},Common
1,0,"Krenko, Mob Boss",Duel Decks: Speed vs. Cunning,15,,,,,,,,,,,Legendary Creature  - Goblin Warrior,{2}{R}{R},Rare
2,0,Krovikan Fetish,Ice Age,28,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{2}{B},Common
1,0,Kruin Striker,Avacyn Restored,143,Near Mint,English,,,,,,,,0,Creature  - Human Warrior,{1}{R},Common
2,0,Kujar Seedsculptor,Kaladesh,159,Near Mint,English,,,,,,,,,Creature  - Elf Druid,{1}{G},Common
4,0,Kukemssa Serpent,Mirage,72,Near Mint,English,,,,,,,,,Creature  - Serpent,{3}{U},Common
1,0,Kuldotha Flamefiend,Mirrodin Besieged,69,Near Mint,English,,,,,,,,,Creature - Elemental,{4}{R}{R},Uncommon
2,0,Kuldotha Phoenix,Scars of Mirrodin,95,Near Mint,English,,,,,,,,,Creature  - Phoenix,{2}{R}{R}{R},Rare
2,0,Kuldotha Rebirth,Scars of Mirrodin,96,Near Mint,English,,,,,,,,,Sorcery,{R},Common
2,0,Kuldotha Ringleader,Mirrodin Besieged,70,Near Mint,English,,,,,,,,,Creature - Giant Berserker,{4}{R},Common
1,0,Kumano's Pupils,Champions of Kamigawa,177,Near Mint,English,,,,,,,,,Creature  - Human Shaman,{4}{R},Uncommon
1,0,"Kurkesh, Onakke Ancient",Magic 2015 Core Set,153,Near Mint,English,,,,,,,,,Legendary Creature  - Ogre Spirit,{2}{R}{R},Rare
1,0,Kytheon's Tactics,Magic Origins,25,Near Mint,English,,,,,,,,,Sorcery,{1}{W}{W},Common
1,0,Laboratory Brute,Eldritch Moon,67,Near Mint,English,,,,,,,,,Creature  - Zombie Horror,{3}{U},Common
1,0,Labyrinth Minotaur,Homelands,37,Near Mint,English,,,,,,,,0,Creature  - Minotaur,{3}{U},Common
1,0,Lace with Moonglove,Lorwyn,225,Near Mint,English,,,,,,,,,Instant,{2}{G},Common
1,0,Lady Orca,Legends,281,Near Mint,English,,,,,,,,,Legendary Creature  - Demon,{5}{B}{R},Uncommon
3,0,Lagonna-Band Elder,Theros,21,Near Mint,English,,,,,,,,,Creature  - Centaur Advisor,{2}{W},Common
5,0,Lamplighter of Selhoff,Shadows over Innistrad,72,Near Mint,English,,,,,,,,,Creature  - Zombie Horror,{4}{U},Common
1,0,Lapis Lazuli Talisman,Ice Age,302,Near Mint,English,,,,,,,,,Artifact,{2},Uncommon
2,0,Larger Than Life,Kaladesh,160,Near Mint,English,,,,,,,,,Sorcery,{1}{G},Common
3,0,Lash of the Whip,Theros,94,Near Mint,English,,,,,,,,,Instant,{4}{B},Common
1,0,Lashknife,Nemesis,9,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{W},Common
1,0,Last Breath,Shadowmoor,11,Near Mint,English,,,,,,,,0,Instant,{1}{W},Common
4,0,Last Breath,Theros,22,Near Mint,English,,,,,,,,,Instant,{1}{W},Common
1,0,Last Kiss,Rise of the Eldrazi,116,Near Mint,English,,,,,,,,,Instant,{2}{B},Common
1,0,Lat-Nam's Legacy,Alliances,45,Near Mint,English,,,,,,,,,Instant,{1}{U},Common
1,0,Latchkey Faerie,Morningtide,39,Near Mint,English,,,,,,,,,Creature  - Faerie Rogue,{3}{U},Common
3,0,Lathnu Sailback,Aether Revolt,89,Near Mint,English,,,,,,,,,Creature  - Lizard,{4}{R},Common
4,0,Lava Axe,Seventh Edition,199,Near Mint,English,,,,,,,,0,Sorcery,{4}{R},Common
5,0,Lava Axe,Eighth Edition,197,Near Mint,English,,,,,,,,0,Sorcery,{4}{R},Common
1,0,Lava Axe,Magic 2011,147,Near Mint,English,,,,,,,,0,Sorcery,{4}{R},Common
1,0,Lava Axe,Magic 2014 Core Set,143,Near Mint,English,,,,,,,,0,Sorcery,{4}{R},Common
6,0,Lava Axe,Magic 2015 Core Set,154,Near Mint,English,,,,,,,,,Sorcery,{4}{R},Common
3,0,Lava Burst,Ice Age,198,Near Mint,English,,,,,,,,,Sorcery,{X}{R},Common
2,0,Lawless Broker,Kaladesh,86,Near Mint,English,,,,,,,,,Creature  - Aetherborn Rogue,{2}{B},Common
4,0,Lay Waste,Urza's Saga,201,Near Mint,English,,,,,,,,0,Sorcery,{3}{R},Common
2,0,Lead the Stampede,Mirrodin Besieged,82,Near Mint,English,,,,,,,,,Sorcery,{2}{G},Uncommon
2,0,Leaf Gilder,Magic Origins,184,Near Mint,English,,,,,,,,,Creature  - Elf Druid,{1}{G},Common
2,0,Leafcrown Dryad,Theros,161,Near Mint,English,,,,,,,,,Enchantment Creature  - Nymph Dryad,{1}{G},Common
2,0,Leatherback Baloth,Worldwake,107,Near Mint,English,,,,,,,,,Creature  - Beast,{G}{G}{G},Uncommon
2,0,Leave in the Dust,Aether Revolt,37,Near Mint,English,,,,,,,,,Instant,{3}{U},Common
4,0,Leeching Bite,New Phyrexia,113,Near Mint,English,,,,,,,,,Instant,{1}{G},Common
1,0,Leeching Sliver,Magic 2015 Core Set,102,Near Mint,English,,,,,,,,,Creature  - Sliver,{1}{B},Uncommon
1,0,Leering Emblem,Eventide,171,Near Mint,English,,,,,,,,,Artifact  - Equipment,{2},Rare
4,0,Legion Conquistador,Ixalan,20,Near Mint,English,,,,,,,,,Creature  - Vampire Soldier,{2}{W},Common
1,0,Legion Conquistador,Rivals of Ixalan,11,Near Mint,English,,,,,,,,,Creature  - Vampire Soldier,{2}{W},Common
4,0,Legion's Judgment,Ixalan,21,Near Mint,English,,,,,,,,,Sorcery,{2}{W},Common
1,0,Legions of Lim-Dûl,Ice Age,30,Near Mint,English,,,,,,,,,Creature  - Zombie,{1}{B}{B},Common
1,0,Lens of Clarity,Khans of Tarkir,223,Near Mint,English,,,,,,,,,Artifact,{1},Common
2,0,Leonin Skyhunter,Mirrodin Besieged,11,Near Mint,English,,,,,,,,,Creature  - Cat Knight,{W}{W},Common
2,0,Leonin Snarecaster,Duel Decks: Speed vs. Cunning,4,,,,,,,,,,,Creature  - Cat Soldier,{1}{W},Common
3,0,Leonin Snarecaster,Theros,23,Near Mint,English,,,,,,,,,Creature  - Cat Soldier,{1}{W},Common
1,0,Leshrac's Rite,Seventh Edition,144,Near Mint,English,,,,,,,,,Enchantment  - Aura,{B},Uncommon
1,0,Leshrac's Sigil,Ice Age,32,Near Mint,English,,,,,,,,,Enchantment,{B}{B},Uncommon
2,0,Lesser Gargadon,Eighth Edition,199,Near Mint,English,,,,,,,,,Creature  - Beast,{2}{R}{R},Uncommon
1,0,Lexivore,Unglued,7,Near Mint,English,,,,,,,,,Summon - Beast,{3}{W},Uncommon
1,0,Lhurgoyf,Commander,165,Near Mint,English,,,,,,,,0,Creature  - Lhurgoyf,{2}{G}{G},Rare
1,0,Library of Leng,Revised Edition,261,Near Mint,English,,,,,,,,0,Artifact,{1},Uncommon
1,0,Life Burst,Odyssey,30,Near Mint,English,,,,,,,,,Instant,{1}{W},Common
1,0,Life's Legacy,Magic 2015 Core Set,183,Near Mint,English,,,,,,,,,Sorcery,{1}{G},Rare
3,0,Lifecraft Cavalry,Aether Revolt,113,Near Mint,English,,,,,,,,,Creature  - Elf Warrior,{4}{G},Common
1,0,Lifecrafter's Bestiary,Aether Revolt,162,Near Mint,English,,,,,,,,,Artifact,{3},Rare
1,0,Lifecrafter's Gift,Aether Revolt,114,Near Mint,English,,,,,,,,0,Instant,{3}{G},Uncommon
1,0,Lifeforce,Fourth Edition,141,Near Mint,English,,,,,,,,0,Enchantment,{G}{G},Uncommon
1,0,Lifelink,Magic 2012,24,Near Mint,English,,,,,,,,,Enchantment  - Aura,{W},Common
1,0,Lifespark Spellbomb,Mirrodin,197,Near Mint,English,,,,,,,,,Artifact,{1},Common
1,0,Lightning Angel,Duel Decks: Speed vs. Cunning,56,,,,,,,,,,,Creature  - Angel,{1}{R}{W}{U},Rare
1,0,Lightning Blast,Classic Sixth Edition,193,Near Mint,English,,,,,,,,0,Instant,{3}{R},Common
1,0,Lightning Blast,Seventh Edition,200,Near Mint,English,,,,,,,,0,Instant,{3}{R},Common
4,0,Lightning Bolt,Revised Edition,161,Near Mint,English,,,,,,,,0,Instant,{R},Common
4,0,Lightning Bolt,Magic 2011,149,Near Mint,English,,,,,,,,0,Instant,{R},Common
1,0,Lightning Elemental,Eighth Edition,201,Near Mint,English,,,,,,,,0,Creature  - Elemental,{3}{R},Common
1,0,Lightning Elemental,Ninth Edition,201,Near Mint,English,,,,,,,,0,Creature  - Elemental,{3}{R},Common
1,0,Lightning Elemental,Magic 2012,149,Near Mint,English,,,,,,,,,Creature  - Elemental,{3}{R},Common
1,0,Lightning Helix,Duel Decks: Speed vs. Cunning,65,,,,,,,,,,,Instant,{R}{W},Uncommon
1,0,Lightning Javelin,Magic Origins,153,Near Mint,English,,,,,,,,,Sorcery,{3}{R},Common
1,0,Lightning Reflexes,Mirage,186,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{R},Common
3,0,Lightning Strike,Theros,127,Near Mint,English,,,,,,,,0,Instant,{1}{R},Common
6,0,Lightning Strike,Magic 2015 Core Set,155,Near Mint,English,,,,,,,,,Instant,{1}{R},Common
1,0,Lightning Talons,Magic 2014 Core Set,144,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{R},Common
1,0,Liliana Vess,Magic 2015 Core Set,103,Near Mint,English,,,,,,,,,Planeswalker  - Liliana,{3}{B}{B},MythicRare
1,0,Liliana's Caress,Magic 2011,103,Near Mint,English,,,,,,,,,Enchantment,{1}{B},Uncommon
2,0,Liliana's Indignation,Shadows over Innistrad,120,Near Mint,English,,,,,,,,,Sorcery,{X}{B},Uncommon
3,0,Liliana's Specter,Magic 2011,104,Near Mint,English,,,,,,,,,Creature  - Specter,{1}{B}{B},Common
1,0,Lim-Dûl's High Guard,Alliances,17,Near Mint,English,,,,,,,,,Creature  - Skeleton,{1}{B}{B},Common
2,0,Lithomancer's Focus,Battle for Zendikar,38,Near Mint,English,,,,,,,,,Instant,{W},Common
3,0,Live Fast,Kaladesh,87,Near Mint,English,,,,,,,,,Sorcery,{2}{B},Common
1,0,Livewire Lash,Scars of Mirrodin,172,Near Mint,English,,,,,,,,,Artifact  - Equipment,{2},Rare
2,0,Living Terrain,Eighth Edition,260,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{G}{G},Uncommon
3,0,Living Totem,Magic 2015 Core Set,184,Near Mint,English,,,,,,,,,Creature  - Plant Elemental,{3}{G},Common
1,0,Llanowar Augur,Future Sight,129,Near Mint,English,,,,,,,,,Creature  - Elf Shaman,{G},Common
2,0,Llanowar Behemoth,Eighth Edition,261,Near Mint,English,,,,,,,,0,Creature  - Elemental,{3}{G}{G},Uncommon
4,0,Llanowar Elves,Revised Edition,118,Near Mint,English,,,,,,,,0,Creature  - Elf Druid,{G},Common
2,0,Llanowar Elves,Fourth Edition,145,Near Mint,English,,,,,,,,0,Creature  - Elf Druid,{G},Common
1,0,Llanowar Elves,Seventh Edition,253,Near Mint,English,,,,,,,,0,Creature  - Elf Druid,{G},Common
1,0,Llanowar Elves,Tenth Edition,274,Near Mint,English,,,,,,,,0,Creature  - Elf Druid,{G},Common
4,0,Llanowar Elves,Magic 2011,184,Near Mint,English,,,,,,,,0,Creature  - Elf Druid,{G},Common
4,0,Llanowar Elves,Magic 2012,182,Near Mint,English,,,,,,,,0,Creature  - Elf Druid,{G},Common
3,0,Llanowar Empath,Future Sight,130,Near Mint,English,,,,,,,,0,Creature  - Elf Shaman,{3}{G},Common
3,0,Llanowar Empath,Magic Origins,185,Near Mint,English,,,,,,,,,Creature  - Elf Shaman,{3}{G},Common
2,0,Llanowar Sentinel,Weatherlight,76,Near Mint,English,,,,,,,,0,Creature  - Elf,{2}{G},Common
2,0,Llanowar Sentinel,Tenth Edition,275,Near Mint,English,,,,,,,,,Creature  - Elf,{2}{G},Common
1,0,Loam Dryad,Shadows over Innistrad,216,Near Mint,English,,,,,,,,,Creature  - Dryad Horror,{G},Common
5,0,Loathsome Catoblepas,Theros,95,Near Mint,English,,,,,,,,,Creature  - Beast,{5}{B},Common
1,0,Lone Missionary,Duel Decks: Speed vs. Cunning,49,,,,,,,,,,,Creature  - Kor Monk,{1}{W},Common
1,0,Lone Wolf,Seventh Edition,254,Near Mint,English,,,,,,,,0,Creature  - Wolf,{2}{G},Common
2,0,Lone Wolf,Eighth Edition,262,Near Mint,English,,,,,,,,,Creature  - Wolf,{2}{G},Common
1,0,Lonely Sandbar,Commander,281,Near Mint,English,,,,,,,,0,Land,,Common
4,0,Lonely Sandbar,Onslaught,320,Near Mint,English,,,,,,,,,Land,,Common
2,0,Longbow Archer,Seventh Edition,26,Near Mint,English,,,,,,,,,Creature  - Human Soldier Archer,{W}{W},Uncommon
1,0,Longshot Squad,Khans of Tarkir,140,Near Mint,English,,,,,,,,,Creature  - Hound Archer,{3}{G},Common
1,0,"Look at Me, I'm the DCI",Unglued,8,Near Mint,English,,,,,,,,,Sorcery,{5}{W}{W},Rare
2,0,Looming Altisaur,Ixalan,23,Near Mint,English,,,,,,,,,Creature  - Dinosaur,{3}{W},Common
3,0,Looming Shade,Seventh Edition,145,Near Mint,English,,,,,,,,0,Creature  - Shade,{2}{B},Common
2,0,Looming Shade,Eighth Edition,140,Near Mint,English,,,,,,,,0,Creature  - Shade,{2}{B},Common
4,0,Lord of the Accursed,Amonkhet,99,Near Mint,English,,,,,,,,,Creature  - Zombie,{2}{B},Uncommon
1,0,Lord of Tresserhorn,Alliances,193,Near Mint,English,,,,,,,,,Legendary Creature  - Zombie,{1}{U}{B}{R},Rare
4,0,Lost in a Labyrinth,Theros,52,Near Mint,English,,,,,,,,,Instant,{U},Common
1,0,Lost in the Mist,Innistrad,63,Near Mint,English,,,,,,,,,Instant,{3}{U}{U},Common
1,0,Lost Leonin,New Phyrexia,13,Near Mint,English,,,,,,,,,Creature  - Cat Soldier,{1}{W},Common
1,0,Lost Order of Jarkeld,Ice Age,267,Near Mint,English,,,,,,,,,Creature  - Human Knight,{2}{W}{W},Rare
1,0,Lowland Tracker,Legions,17,Near Mint,English,,,,,,,,,Creature  - Human Soldier,{4}{W},Common
1,0,Loxodon Mystic,Tenth Edition,26,Near Mint,English,,,,,,,,,Creature  - Elephant Cleric,{3}{W}{W},Common
1,0,Loxodon Warhammer,Mirrodin,201,Near Mint,English,,,,,,,,0,Artifact  - Equipment,{3},Uncommon
1,0,Loxodon Wayfarer,Scars of Mirrodin,15,Near Mint,English,,,,,,,,,Creature  - Elephant Monk,{2}{W},Common
1,0,Lumengrid Drake,Scars of Mirrodin,36,Near Mint,English,,,,,,,,,Creature  - Drake,{3}{U},Common
1,0,Lumengrid Sentinel,Mirrodin,40,Near Mint,English,,,,,,,,,Creature  - Human Wizard,{2}{U},Uncommon
2,0,Luminescent Rain,Morningtide,129,Near Mint,English,,,,,,,,,Instant,{2}{G},Common
1,0,Luminous Bonds,Rivals of Ixalan,12,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{W},Common
2,0,Lunarch Mantle,Eldritch Moon,35,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{W},Common
1,0,Lunk Errant,Morningtide,94,Near Mint,English,,,,,,,,,Creature  - Giant Warrior,{5}{R},Common
2,0,Lure,Revised Edition,119,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{1}{G}{G},Uncommon
